          %pt            TT            TS            SS            SS2j            Tot
        0.050    1.98865E-03    5.48858E-08    4.04194E-08    6.65742E-08    1.98881E-03
        0.449    1.85673E-03    5.30594E-06    1.48726E-06    3.97957E-06    1.86750E-03
        0.848    1.51426E-03    2.74929E-05    4.79627E-06    1.86141E-05    1.56517E-03
        1.247    1.04269E-03    6.49713E-05    9.26261E-06    4.48693E-05    1.16179E-03
        1.646    6.01020E-04    1.04567E-04    1.45552E-05    8.07628E-05    8.00904E-04
        2.045    2.94279E-04    1.34074E-04    2.01159E-05    1.24487E-04    5.72956E-04
        2.444    1.25415E-04    1.46772E-04    2.20124E-05    1.73953E-04    4.68152E-04
        2.843    4.77011E-05    1.41396E-04    1.65278E-05    1.74391E-04    3.80016E-04
        3.242    1.65510E-05    1.21470E-04    1.15818E-05    1.09063E-04    2.58665E-04
        3.641    5.33384E-06    9.36205E-05    8.21009E-06    6.92129E-05    1.76377E-04
        4.040    1.61949E-06    6.48939E-05    5.88774E-06    4.46038E-05    1.17005E-04
        4.439    4.68503E-07    4.04247E-05    4.27195E-06    2.91985E-05    7.43636E-05
        4.838    1.30278E-07    2.25312E-05    3.13583E-06    1.94133E-05    4.52106E-05
        5.237    3.50643E-08    1.11465E-05    2.32819E-06    1.31042E-05    2.66139E-05
        5.636    9.18505E-09    4.86207E-06    1.74768E-06    8.97493E-06    1.55939E-05
        6.035    2.35191E-09    1.90616E-06    1.32581E-06    6.23251E-06    9.46682E-06
        6.434    5.90768E-10    7.25540E-07    1.01591E-06    4.38512E-06    6.12717E-06
        6.833    1.45985E-10    2.76606E-07    7.85902E-07    3.12365E-06    4.18630E-06
        7.232    3.55721E-11    1.05674E-07    6.13464E-07    2.25105E-06    2.97022E-06
